tip_label;tip label;WJetzID;Feng;IOCOrder;PrumOrder;in_final_set;in_bioclim;region;old_set_check;English;family;order;taxogroup;PassNonPass;devo_mode;devo_mode_full;egg_mass;weight;rel_brain;brain;time_fed;clutch_size;caretakers;longevity;longevity_c;social_bonds;fam_sys;fam_sys_s;food_energy;food_h_level;fibres;foraging_3;move_max;insularity;colonial;empty_col1;longevity_c;clutch_size_c;weight_c;time_fed_c;gs_small;gs_large;grouping
Rhinopomastus_minor;Rhinopomastus minor;1401;Rhinopomastus_minor;Bucerotiformes;Coraciimorphae;NO;NO;Africa;;;Phoeniculidae;BUCEROTIFORMES;Coraciimorphae;NONPASSERIFORMES;altrical;altricial;2.6;21.70000076;;1.01528;NA;3;2;NA;;c-long;;;161.69;2;3.32;gleaning;sedentary;continental;acolonial;;;;;;;;small_groups
Podargus_strigoides;Podargus strigoides;3157;Podargus_strigoides;Caprimulgiformes;Strisores;YES;YES;Australia;altrical;;Podargidae;CAPRIMULGIFORMES;Strisores;NONPASSERIFORMES;altrical;altricial;25;430;;5.03496;60;2;2;17.9096;;c-long;;;179.08;2.2;2.16;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Steatornis_caripensis;Steatornis caripensis;3176;Steatornis_caripensis;Caprimulgiformes;Strisores;NO;NO;Neotropical;;;Steatornithidae;CAPRIMULGIFORMES;Strisores;NONPASSERIFORMES;altrical;altricial;21.5;417.5;;3.5468;NA;2;2;NA;;b-season;;;57.2;2;9.8;aground_gen;migratory;continental;colonial;;;;;;;;small_groups
Nyctibius_griseus;Nyctibius griseus;3187;Nyctibius_griseus;Caprimulgiformes;Strisores;NO;NO;Neotropical;;;Nyctibiidae;CAPRIMULGIFORMES;Strisores;NONPASSERIFORMES;altrical;semi-altricial;36.45142125;173.5;;2.05128;NA;1;2;NA;;c-long;;;173.3;2;2.6;aground_gen;sedentary;continental;acolonial;;;;;;;;NA
Eurostopodus_argus;Eurostopodus argus;3192;NA;NA;NA;NO;YES;Australia;;;Caprimulgidae;CAPRIMULGIFORMES;Strisores;NONPASSERIFORMES;precocial;semi-precocial;NA;102.75;;1.28464;31;1;2;NA;;c-long;;;173.3;2;2.6;aground_gen;sedentary;continental;acolonial;;;;;;;;asocial
Eurostopodus_mystacalis;Eurostopodus mystacalis;3193;Eurostopodus_mystacalis;Caprimulgiformes;Strisores;NO;NO;Australia;;;Caprimulgidae;CAPRIMULGIFORMES;Strisores;NONPASSERIFORMES;precocial;semi-precocial;16.65890472;140.75;;1.37788;NA;1;2;NA;;c-long;;;173.3;2;2.6;aground_gen;migratory;continental;acolonial;;;;;;;;small_groups
Eurostopodus_macrotis;Eurostopodus macrotis;3199;NA;NA;NA;NO;NO;Indomalayan;;;Caprimulgidae;CAPRIMULGIFORMES;Strisores;NONPASSERIFORMES;precocial;semi-precocial;19.2;136;;1.51256;NA;1;2;NA;;c-long;;;173.3;2;2.6;aground_gen;sedentary;continental;NA;;;;;;;;NA
Chordeiles_minor;Chordeiles minor;3215;Chordeiles_minor;Caprimulgiformes;Strisores;YES;YES;Widespread;precocial;;Caprimulgidae;CAPRIMULGIFORMES;Strisores;NONPASSERIFORMES;precocial;semi-precocial;7.6;75.75;;0.8806;25;2;2;10;;c-long;;;173.3;2;2.6;aground_gen;migratory;continental;acolonial;;;;;;;;large_groups
Nyctiprogne_leucopyga;Nyctiprogne leucopyga;3217;NA;NA;NA;NO;NO;Neotropical;;;Caprimulgidae;CAPRIMULGIFORMES;Strisores;NONPASSERIFORMES;precocial;semi-precocial;NA;24;;0.52836;NA;NA;2;NA;;b-season;;;173.3;2;2.6;aground_gen;sedentary;continental;NA;;;;;;;;NA
Podager_nacunda;Podager nacunda;3218;NA;NA;NA;NO;NO;Neotropical;;;Caprimulgidae;CAPRIMULGIFORMES;Strisores;NONPASSERIFORMES;precocial;semi-precocial;13.03075417;156;;1.33644;NA;2;2;NA;;b-season;;;173.3;2;2.6;aground_gen;sedentary;continental;NA;;;;;;;;large_groups
Nyctidromus_albicollis;Nyctidromus albicollis;3220;Nyctidromus_albicollis;Caprimulgiformes;Strisores;NO;NO;Neotropical;;;Caprimulgidae;CAPRIMULGIFORMES;Strisores;NONPASSERIFORMES;precocial;semi-precocial;8;66;;0.94276;NA;2;2;NA;;c-long;;;173.3;2;2.6;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Phalaenoptilus_nuttallii;Phalaenoptilus nuttallii;3221;Phalaenoptilus_nuttallii;Caprimulgiformes;Strisores;YES;YES;Nearctic;precocial;;Caprimulgidae;CAPRIMULGIFORMES;Strisores;NONPASSERIFORMES;precocial;semi-precocial;5.5;46;;0.54908;30;2;2;3;;b-season;;;173.3;2;2.6;aground_gen;migratory;continental;acolonial;;;;;;;;asocial
Nyctiphrynus_ocellatus;Nyctiphrynus ocellatus;3226;Nyctiphrynus_ocellatus;Caprimulgiformes;Strisores;NO;NO;Neotropical;;;Caprimulgidae;CAPRIMULGIFORMES;Strisores;NONPASSERIFORMES;precocial;semi-precocial;4.4;37.75;;0.76664;NA;2;2;NA;;c-long;;;173.3;2;2.6;aground_gen;sedentary;continental;acolonial;;;;;;;;NA
Caprimulgus_carolinensis;Caprimulgus carolinensis;3228;Antrostomus_carolinensis;Caprimulgiformes;Strisores;YES;YES;Nearctic;precocial;;Caprimulgidae;CAPRIMULGIFORMES;Strisores;NONPASSERIFORMES;precocial;semi-precocial;12.8;115.75;;1.40896;31;2;2;14.83;;c-long;;;176.19;2.1;2.38;aground_gen;migratory;continental;acolonial;;;;;;;;asocial
Caprimulgus_vociferus;Caprimulgus vociferus;3235;Antrostomus_vociferus;Caprimulgiformes;Strisores;YES;YES;Widespread;precocial;;Caprimulgidae;CAPRIMULGIFORMES;Strisores;NONPASSERIFORMES;precocial;semi-precocial;7;55.75;;0.84952;33;2;2;15;;c-long;;;173.3;2;2.6;aground_gen;migratory;continental;acolonial;;;;;;;;asocial
Caprimulgus_europaeus;Caprimulgus europaeus;3254;Caprimulgus_europaeus;Caprimulgiformes;Strisores;YES;YES;Western Palearctic;precocial;;Caprimulgidae;CAPRIMULGIFORMES;Strisores;NONPASSERIFORMES;precocial;semi-precocial;8.4;78.5;;0.91168;32.5;2;2;11.9167;;b-season;;;173.3;2;2.6;aground_gen;migratory;continental;acolonial;;;;;;;;asocial
Caprimulgus_macrurus;Caprimulgus macrurus;3263;Caprimulgus_macrurus;Caprimulgiformes;Strisores;YES;YES;Widespread;precocial;;Caprimulgidae;CAPRIMULGIFORMES;Strisores;NONPASSERIFORMES;precocial;semi-precocial;7.7;66.25;;1.04636;36;2;2;NA;;c-long;;;173.3;2;2.6;aground_gen;sedentary;continental;colonial;;;;;;;;small_groups
Macrodipteryx_vexillarius;Macrodipteryx vexillarius;3294;Caprimulgus_vexillarius;Caprimulgiformes;Strisores;NO;NO;Southern Africa;;;Caprimulgidae;CAPRIMULGIFORMES;Strisores;NONPASSERIFORMES;precocial;semi-precocial;7.3;72.75;;0.90132;NA;2;1;NA;;a-short;;;173.3;2;2.6;aground_gen;migratory;continental;acolonial;;;;;;;;NA
Hydropsalis_torquata;Hydropsalis torquata;3296;NA;NA;NA;NO;NO;Neotropical;;;Caprimulgidae;CAPRIMULGIFORMES;Strisores;NONPASSERIFORMES;precocial;semi-precocial;NA;55.5;;1.6;NA;2;2;NA;;a-short;;;173.3;2;2.6;aground_gen;migratory;continental;acolonial;;;;;;;;NA
Cariama_cristata;Cariama cristata;3769;Cariama_cristata;Cariamiformes;Falconiformes;NO;NO;Neotropical;;;Cariamidae;CARIAMIFORMES;Cariamiformes;NONPASSERIFORMES;altrical;semi-altricial;72.06972868;1500;;11.5514;NA;2;2;NA;;c-long;;;153.3538;2.1;4.69;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Chunga_burmeisteri;Chunga burmeisteri;3770;Chunga_burmeisteri;Cariamiformes;Falconiformes;NO;NO;Neotropical;;;Cariamidae;CARIAMIFORMES;Cariamiformes;NONPASSERIFORMES;altrical;semi-altricial;60.41867684;1200;;7.5;NA;2;2;NA;;c-long;;;156.7214;2;7.75;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Casuarius_casuarius;Casuarius casuarius;45;Casuarius_casuarius;Casuariiformes;Palaeognathae;YES;YES;Australia;precocial;;Casuariidae;CASUARIIFORMES;Paleognathae;NONPASSERIFORMES;precocial;precocial;581.25;44750;;37.6586;0;4;1;12;;a-short;;;83.31;2.1;8.14;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Casuarius_bennetti;Casuarius bennetti;46;Casuarius_bennetti;Casuariiformes;Palaeognathae;YES;YES;Australia;precocial;;Casuariidae;CASUARIIFORMES;Paleognathae;NONPASSERIFORMES;precocial;precocial;806.6242229;17600;;24.5;0;4;1;26;;b-season;;;83.31;2.1;8.14;aground_gen;sedentary;insular;acolonial;;;;;;;;small_groups
Dromaius_novaehollandiae;Dromaius novaehollandiae;48;Dromaius_novaehollandiae;Casuariiformes;Palaeognathae;YES;YES;Australia;precocial;;Dromaiidae;CASUARIIFORMES;Paleognathae;NONPASSERIFORMES;precocial;precocial;581.2;31160;;29.91968;0;9;1;16.6;;b-season;;;161.5376;1.8;9.52;aground_gen;migratory;continental;acolonial;;;;;;;;small_groups
Turnix_sylvaticus;Turnix sylvaticus;778;Turnix_sylvaticus;Charadriiformes;Aequorlitornithes;YES;YES;Widespread:  Safrica;precocial;;Turnicidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;semi-precocial;2.75;42.25;;0.6;36;3;1;9;;b-season;;;241.7;2;4.12;aground_gen;migratory;continental;acolonial;;;;;;;;small_groups
Turnix_suscitator;Turnix suscitator;785;Turnix_suscitator;Charadriiformes;Aequorlitornithes;YES;YES;Indomalayan;precocial;;Turnicidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;semi-precocial;4.953355026;50.5;;0.73556;41;4;1;NA;;b-season;;;230.5676;1.8;8.12;aground_gen;sedentary;continental;acolonial;;;;;;;;pair
Turnix_nigricollis;Turnix nigricollis;786;Turnix_nigricollis;Charadriiformes;Aequorlitornithes;YES;YES;Africa;precocial;;Turnicidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;semi-precocial;4.6487775;75.5;;0.9;29;4;1;NA;;b-season;;;258.8;2;4.5;aground_gen;sedentary;insular;acolonial;;;;;;;;small_groups
Turnix_melanogaster;Turnix melanogaster;787;Turnix_melanogaster;Charadriiformes;Aequorlitornithes;YES;YES;Australia;precocial;;Turnicidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;semi-precocial;7.5;84;;1.09816;15;4;1;NA;;b-season;;;224.6;2;3.74;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Turnix_varius;Turnix varius;790;Turnix_varius;Charadriiformes;Aequorlitornithes;YES;YES;Australia;precocial;;Turnicidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;semi-precocial;7.25;88.25;;1.07744;17;4;1;NA;;b-season;;;161.5376;1.8;9.52;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Turnix_pyrrhothorax;Turnix pyrrhothorax;793;Turnix_pyrrhothorax;Charadriiformes;Aequorlitornithes;NO;NO;Australia;;;Turnicidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;semi-precocial;4.4;48;;0.59052;NA;4;1;NA;;b-season;;;258.8;2;4.5;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Turnix_velox;Turnix velox;794;Turnix_velox;Charadriiformes;Aequorlitornithes;NO;NO;Australia;;;Turnicidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;semi-precocial;4.2;43.75;;0.69412;NA;4;1;NA;;b-season;;;247.6676;1.8;8.5;aground_gen;sedentary;continental;acolonial;;;;;;;;large_groups
Thinocorus_orbignyianus;Thinocorus orbignyianus;4022;Thinocorus_orbignyianus;Charadriiformes;Aequorlitornithes;YES;YES;Neotropical;precocial;;Thinocoridae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;15.5;125;;1.2;0;4;1;NA;;b-season;;;32.138;1;20.7;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Thinocorus_rumicivorus;Thinocorus rumicivorus;4023;Thinocorus_rumicivorus;Charadriiformes;Aequorlitornithes;YES;YES;Neotropical;precocial;;Thinocoridae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;8;55;;0.74592;0;4;1;NA;;b-season;;;125.7866;1.3;16.41;aground_gen;migratory;continental;acolonial;;;;;;;;large_groups
Pedionomus_torquatus;Pedionomus torquatus;4028;Pedionomus_torquatus;Charadriiformes;Aequorlitornithes;YES;YES;Australia;precocial;;Pedionomidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;10;67.5;;0.79772;0;4;1;2.333;;a-short;;;196.3676;1.8;7.36;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Scolopax_rusticola;Scolopax rusticola;4034;Scolopax_rusticola;Charadriiformes;Aequorlitornithes;YES;YES;Western Palearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;24.5;282;;2.558048;0;4;2;15.5;;a-short;;;164.6738;1.9;5.51;aground_gen;migratory;continental;acolonial;;;;;;;;asocial
Scolopax_minor;Scolopax minor;4043;Scolopax_minor;Charadriiformes;Aequorlitornithes;YES;YES;Nearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;17;191.25;;2.09272;0;4;2;20.9;;a-short;;;173.3;2;2.6;aground_gen;migratory;continental;acolonial;;;;;;;;asocial
Gallinago_hardwickii;Gallinago hardwickii;4045;Gallinago_hardwickii;Charadriiformes;Aequorlitornithes;NO;YES;Palearctic;;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;20.2;186;;2.06164;0;4;2;NA;;b-season;;;241.7;2;4.12;aground_gen;migratory;continental;acolonial;;;;;;;;asocial
Gallinago_stenura;Gallinago stenura;4048;Gallinago_stenura;Charadriiformes;Aequorlitornithes;NO;YES;Palearctic;;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;18;127;;1.554;0;4;2;NA;;b-season;;;176.2838;1.9;4.79;aground_gen;migratory;continental;acolonial;;;;;;;;asocial
Gallinago_media;Gallinago media;4050;Gallinago_media;Charadriiformes;Aequorlitornithes;YES;YES;Western Palearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;23.2;200;;1.95888;0;4;1;5.916666;;a-short;;;207.5;2;3.36;aground_gen;migratory;continental;acolonial;;;;;;;;asocial
Gallinago_gallinago;Gallinago gallinago;4051;Gallinago_gallinago;Charadriiformes;Aequorlitornithes;YES;YES;Widespread: W-PA;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;semi-precocial;16.5;126.5;;1.46076;0;4;2;18.2;;b-season;;;176.2838;1.9;4.79;aground_gen;migratory;continental;acolonial;;;;;;;;asocial
Gallinago_nobilis;Gallinago nobilis;4061;Gallinago_nobilis;Charadriiformes;Aequorlitornithes;NO;YES;Neotropical;;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;26.5;192.5;;2.25848;0;2;2;NA;;b-season;;;193.29;2.1;2.76;aground_gen;sedentary;continental;acolonial;;;;;;;;asocial
Gallinago_undulata;Gallinago undulata;4062;Gallinago_undulata;Charadriiformes;Aequorlitornithes;YES;YES;Neotropical;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;43;316;;2.99404;0;3;2;NA;;b-season;;;181.97;2.3;1.94;aground_gen;sedentary;continental;acolonial;;;;;;;;asocial
Lymnocryptes_minimus;Lymnocryptes minimus;4066;Lymnocryptes_minimus;Charadriiformes;Aequorlitornithes;YES;YES;Western Palearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;14.77946136;67;;1.001513846;0;4;2;12.3333;;c-long;;;207.5;2;3.36;aground_gen;migratory;continental;acolonial;;;;;;;;asocial
Limosa_limosa;Limosa limosa;4074;Limosa_limosa;Charadriiformes;Aequorlitornithes;YES;YES;Western Palearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;39;336;;2.9;0;4;2;23.5833;;c-long;;;175.05608;2.2;3.26;aground_gen;migratory;continental;colonial;;;;;;;;large_groups
Limosa_haemastica;Limosa haemastica;4075;Limosa_haemastica;Charadriiformes;Aequorlitornithes;YES;YES;Nearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;37.5;266.5;;2.40352;0;4;2;NA;;c-long;;;159.1838;1.9;4.41;aground_gen;migratory;continental;acolonial;;;;;;;;large_groups
Limosa_lapponica;Limosa lapponica;4076;Limosa_lapponica;Charadriiformes;Aequorlitornithes;YES;YES;Western Palearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;37;370.5;;2.86972;0;4;2;33.0833;;c-long;;;178.79;2;3.7;aground_gen;migratory;continental;acolonial;;;;;;;;large_groups
Limosa_fedoa;Limosa fedoa;4077;Limosa_fedoa;Charadriiformes;Aequorlitornithes;YES;YES;Nearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;44.5;366.25;;2.82828;0;4;2;13.7;;c-long;;;173.3;2;2.6;aground_gen;migratory;continental;colonial;;;;;;;;large_groups
Numenius_phaeopus;Numenius phaeopus;4080;Numenius_phaeopus;Charadriiformes;Aequorlitornithes;YES;YES;Widespread: W-PA, SAfrica;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;50;433.25;;3.24268;0;4;2;16.7616;;c-long;;;153.0638;1.9;6.23;aground_gen;migratory;continental;acolonial;;;;;;;;small_groups
Numenius_tahitiensis;Numenius tahitiensis;4085;Numenius_tahitiensis;Charadriiformes;Aequorlitornithes;YES;YES;Nearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;54.8;493.75;;3.574496;0;4;2;23.834;;c-long;;;114.54668;1.8;7.72;aground_gen;migratory;continental;acolonial;;;;;;;;small_groups
Numenius_arquata;Numenius arquata;4087;Numenius_arquata;Charadriiformes;Aequorlitornithes;YES;YES;Western Palearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;76;813.75;;4.531784;0;4;2;31.8333;;c-long;;;189.77;2;5.9;aground_gen;migratory;continental;acolonial;;;;;;;;small_groups
Numenius_americanus;Numenius americanus;4088;Numenius_americanus;Charadriiformes;Aequorlitornithes;YES;YES;Nearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;73;704.5;;3.9368;0;4;2;10;;c-long;;;161.69;2;3.32;aground_gen;migratory;continental;acolonial;;;;;;;;large_groups
Numenius_madagascariensis;Numenius madagascariensis;4089;Numenius_madagascariensis;Charadriiformes;Aequorlitornithes;YES;YES;Palearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;76.74635391;870;;4.8692;0;4;2;20.25;;c-long;;;161.69;2;3.32;aground_gen;migratory;continental;colonial;;;;;;;;large_groups
Bartramia_longicauda;Bartramia longicauda;4090;Bartramia_longicauda;Charadriiformes;Aequorlitornithes;YES;YES;Nearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;23.5;162;;1.3468;0;4;2;8.92;;b-season;;;224.6;2;3.74;aground_gen;migratory;continental;colonial;;;;;;;;large_groups
Tringa_erythropus;Tringa erythropus;4091;Tringa_erythropus;Charadriiformes;Aequorlitornithes;YES;YES;Western Palearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;24.5;163.5;;1.8;0;4;1;8.6;;b-season;;;169.56608;2.2;2.16;aground_gen;migratory;continental;acolonial;;;;;;;;large_groups
Tringa_totanus;Tringa totanus;4092;Tringa_totanus;Charadriiformes;Aequorlitornithes;YES;YES;Western Palearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;22.3;120;;1.594982857;0;4;2;26.9167;;c-long;;;169.56608;2.2;2.16;aground_gen;migratory;continental;colonial;;;;;;;;large_groups
Tringa_stagnatilis;Tringa stagnatilis;4093;Tringa_stagnatilis;Charadriiformes;Aequorlitornithes;YES;YES;Western Palearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;14;81.5;;1.05672;0;4;2;7.1;;c-long;;;131.81976;2;5.78;aground_gen;migratory;continental;colonial;;;;;;;;large_groups
Tringa_nebularia;Tringa nebularia;4094;Tringa_nebularia;Charadriiformes;Aequorlitornithes;YES;YES;Western Palearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;30.5;207.5;;2.01212;0;4;2;24.417;;b-season;;;169.56608;2.2;2.16;aground_gen;migratory;continental;acolonial;;;;;;;;large_groups
Tringa_melanoleuca;Tringa melanoleuca;4096;Tringa_melanoleuca;Charadriiformes;Aequorlitornithes;YES;YES;Nearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;27.9;173;;1.85444;0;4;2;NA;;c-long;;;160.05216;2.2;2.16;aground_gen;migratory;continental;acolonial;;;;;;;;large_groups
Tringa_flavipes;Tringa flavipes;4097;Tringa_flavipes;Charadriiformes;Aequorlitornithes;YES;YES;Nearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;17.4;81;;1.10852;0;4;2;4.75;;b-season;;;173.3;2;2.6;aground_gen;migratory;continental;acolonial;;;;;;;;asocial
Tringa_solitaria;Tringa solitaria;4098;Tringa_solitaria;Charadriiformes;Aequorlitornithes;YES;YES;Nearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;23.79456;53.5;;0.84952;0;4;2;NA;;b-season;;;179.08;2.2;2.16;aground_gen;migratory;continental;acolonial;;;;;;;;asocial
Tringa_ochropus;Tringa ochropus;4099;Tringa_ochropus;Charadriiformes;Aequorlitornithes;YES;YES;Western Palearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;15.5;86;;1.21512;0;4;2;11.5;;b-season;;;145.93596;2.1;3.97;aground_gen;migratory;continental;acolonial;;;;;;;;large_groups
Tringa_glareola;Tringa glareola;4100;Tringa_glareola;Charadriiformes;Aequorlitornithes;YES;YES;Western Palearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;13.5;66;;1.07744;0;4;2;11.6;;b-season;;;173.3;2;2.6;aground_gen;migratory;continental;acolonial;;;;;;;;large_groups
Xenus_cinereus;Xenus cinereus;4101;Xenus_cinereus;Charadriiformes;Aequorlitornithes;YES;YES;Western Palearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;13.5;88;;1.06708;0;4;2;16.937;;c-long;;;241.7;2;4.12;aground_gen;migratory;continental;colonial;;;;;;;;large_groups
Actitis_hypoleucos;Actitis hypoleucos;4103;Actitis_hypoleucos;Charadriiformes;Aequorlitornithes;YES;YES;Western Palearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;12.84053316;58.5;;0.8;0;4;2;14.5;;b-season;;;151.71596;2.3;3.53;aground_gen;migratory;continental;acolonial;;;;;;;;small_groups
Actitis_macularius;Actitis macularius;4104;Actitis_macularius;Charadriiformes;Aequorlitornithes;YES;YES;Nearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;9.4;41.5;;0.679091095;0;4;1;12;;b-season;;;160.05216;2.2;2.16;aground_gen;migratory;continental;colonial;;;;;;;;asocial
Heteroscelus_brevipes;Heteroscelus brevipes;4105;Tringa_brevipes;Charadriiformes;Aequorlitornithes;NO;YES;Palearctic;;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;19;121;;1.38824;0;4;2;19.063;;b-season;;;173.3;2;2.6;aground_gen;migratory;continental;acolonial;;;;;;;;large_groups
Heteroscelus_incanus;Heteroscelus incanus;4106;Tringa_incana;Charadriiformes;Aequorlitornithes;YES;YES;Holarctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;19;142.5;;1.291752728;0;4;2;NA;;c-long;;;160.05216;2.2;2.16;aground_gen;migratory;continental;acolonial;;;;;;;;asocial
Catoptrophorus_semipalmatus;Catoptrophorus semipalmatus;4107;Tringa_semipalmata;Charadriiformes;Aequorlitornithes;YES;YES;Nearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;39.5;274;;2.41388;0;4;2;10.25;;a-short;;;160.05216;2.2;2.16;aground_gen;migratory;continental;colonial;;;;;;;;large_groups
Arenaria_interpres;Arenaria interpres;4110;Arenaria_interpres;Charadriiformes;Aequorlitornithes;YES;YES;Holarctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;17.9;137;;1.38824;0;4;2;21.4167;;c-long;;;145.0676;1.8;6.22;aground_gen;migratory;continental;acolonial;;;;;;;;large_groups
Arenaria_melanocephala;Arenaria melanocephala;4111;Arenaria_melanocephala;Charadriiformes;Aequorlitornithes;YES;YES;Nearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;17.3;123;;1.58508;0;4;2;NA;;c-long;;;173.3;2;2.6;aground_gen;migratory;continental;colonial;;;;;;;;large_groups
Limnodromus_griseus;Limnodromus griseus;4112;Limnodromus_griseus;Charadriiformes;Aequorlitornithes;YES;YES;Nearctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;17.5;109.5;;1.42968;0;4;2;13.3;;b-season;;;193.3838;1.9;5.17;aground_gen;migratory;continental;acolonial;;;;;;;;large_groups
Limnodromus_scolopaceus;Limnodromus scolopaceus;4113;Limnodromus_scolopaceus;Charadriiformes;Aequorlitornithes;YES;YES;Holarctic;precocial;;Scolopacidae;CHARADRIIFORMES;Aequorlitomithes;NONPASSERIFORMES;precocial;precocial;17.5;112.5;;1.41932;0;4;2;13.2;;c-long;;;179.2676;1.8;6.98;aground_gen;migratory;continental;acolonial;;;;;;;;large_groups
