tip_label;tip label;WJetzID;Feng;IOCOrder;PrumOrder;in_final_set;in_bioclim;region;old_set_check;English;family;order;taxogroup;PassNonPass;devo_mode;devo_mode_full;egg_mass;weight;rel_brain;brain;time_fed;clutch_size;caretakers;longevity;longevity_c;social_bonds;fam_sys;fam_sys_s;food_energy;food_h_level;fibres;foraging_3;move_max;insularity;colonial;empty_col1;longevity_c;clutch_size_c;weight_c;time_fed_c;gs_small;gs_large;grouping
Coracopsis_nigra;Coracopsis nigra;2096;NA;NA;NA;NO;NO;Africa;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;315;;5.7498;NA;2;NA;34.1;;b-season;;;109.6076;1.8;11.3;gleaning;sedentary;insular;acolonial;;;;;;;;small_groups
Psittacus_erithacus;Psittacus erithacus;2097;Psittacus_erithacus;Psittaciformes;Psittaciformes;YES;YES;Africa;altrical;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;18.7;446;;9.51048;174;3;2;49.7;;c-long;;;200.75;2;8.1;gleaning;migratory;continental;colonial;;;;;;;;small_groups
Poicephalus_robustus;Poicephalus robustus;2098;Poicephalus_robustus;Psittaciformes;Psittaciformes;YES;YES;Southern Africa;altrical;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;14.37757728;313;;8.50556;216.5;4;2;29.7;;c-long;;;187.22;1.7;5.8;gleaning;sedentary;continental;acolonial;;;;;;;;small_groups
Poicephalus_gulielmi;Poicephalus gulielmi;2103;NA;NA;NA;NO;NO;Africa;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;277.5;;6.0088;NA;3;2;21;;c-long;;;178.6376;1.8;9.9;gleaning;sedentary;continental;acolonial;;;;;;;;large_groups
Poicephalus_senegalus;Poicephalus senegalus;2104;Poicephalus_senegalus;Psittaciformes;Psittaciformes;NO;NO;Africa;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;9;140.5;;4.87956;NA;3;2;40;;c-long;;;135.8114;1.7;12.05;gleaning;migratory;continental;acolonial;;;;;;;;NA
Poicephalus_meyeri;Poicephalus meyeri;2106;Poicephalus_meyeri;Psittaciformes;Psittaciformes;NO;NO;Southern Africa;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;8.35;118.2142857;;4.56876;NA;3;2;34.2;;c-long;;;147.4214;1.7;11.33;gleaning;sedentary;continental;acolonial;;;;;;;;small_groups
Poicephalus_cryptoxanthus;Poicephalus cryptoxanthus;2109;Poicephalus_cryptoxanthus;Psittaciformes;Psittaciformes;NO;NO;Southern Africa;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;8.3;138.5;;4.8174;NA;3;2;32.1;;c-long;;;164.5214;1.7;11.71;gleaning;sedentary;continental;acolonial;;;;;;;;large_groups
Agapornis_canus;Agapornis canus;2111;Agapornis_canus;Psittaciformes;Psittaciformes;YES;YES;Africa;altrical;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;2.118146994;28;;1.1914;57;4;2;16.01;;c-long;;;200.75;2;8.1;gleaning;sedentary;insular;acolonial;;;;;;;;small_groups
Agapornis_pullarius;Agapornis pullarius;2112;NA;NA;NA;NO;NO;Africa;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;3.25;39.5;;1.4;NA;5;2;18;;c-long;;;258.17;2;7.42;aground_gen;migratory;insular;NA;;;;;;;;NA
Agapornis_taranta;Agapornis taranta;2113;Agapornis_taranta;Psittaciformes;Psittaciformes;NO;NO;Africa;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;4.7;57.5;;2.05128;NA;5;2;14.6;;c-long;;;200.75;2;8.1;aground_gen;sedentary;continental;acolonial;;;;;;;;NA
Agapornis_roseicollis;Agapornis roseicollis;2115;Agapornis_roseicollis;Psittaciformes;Psittaciformes;YES;YES;Southern Africa;altrical;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;3.95;53;;1.92696;133;5;2;34.1;;c-long;;;250.6514;1.7;10.69;gleaning;sedentary;continental;acolonial;;;;;;;;small_groups
Agapornis_fischeri;Agapornis fischeri;2116;Agapornis_fischeri;Psittaciformes;Psittaciformes;NO;NO;Africa;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;3.6;50;;2.0202;NA;6;2;12.6;;c-long;;;286.88;2;7.08;gleaning;sedentary;continental;acolonial;;;;;;;;NA
Agapornis_personatus;Agapornis personatus;2117;NA;NA;NA;NO;NO;Africa;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;3.6;45;;2;NA;6;2;24.24;;c-long;;;344.3;2;6.4;aground_gen;sedentary;continental;NA;;;;;;;;NA
Agapornis_lilianae;Agapornis lilianae;2118;Agapornis_lilianae;Psittaciformes;Psittaciformes;NO;NO;Southern Africa;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;3.05;32.5;;1.58508;NA;5;2;19.2;;c-long;;;164.5214;1.7;11.71;aground_gen;sedentary;continental;acolonial;;;;;;;;large_groups
Agapornis_nigrigenis;Agapornis nigrigenis;2119;Agapornis_nigrigenis;Psittaciformes;Psittaciformes;NO;NO;Southern Africa;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;3.25;40.5;;1.9684;NA;6;2;13.75;;c-long;;;281.8676;1.8;9.26;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Loriculus_vernalis;Loriculus vernalis;2120;NA;NA;NA;NO;NO;Indomalayan;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;35.70000076;;1.345493333;NA;3;2;10.1;;c-long;;;129.8;1.7;6.48;gleaning;migratory;continental;acolonial;;;;;;;;NA
Loriculus_galgulus;Loriculus galgulus;2123;NA;NA;NA;NO;NO;Indomalayan;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;28.5;;1.54364;NA;3;NA;14.3;;c-long;;;49.6814;1.7;13.07;gleaning;sedentary;continental;acolonial;;;;;;;;small_groups
Loriculus_amabilis;Loriculus amabilis;2125;NA;NA;NA;NO;NO;Indomalayan;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;20;;1.18104;NA;NA;2;NA;;c-long;;;57.2;2;9.8;gleaning;migratory;insular;NA;;;;;;;;NA
Psittacula_eupatria;Psittacula eupatria;2132;Psittacula_eupatria;Psittaciformes;Psittaciformes;NO;NO;Indomalayan;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;14.4;228;;5.73944;NA;3;2;30;;c-long;;;119.7276;1.6;9.54;gleaning;migratory;continental;acolonial;;;;;;;;large_groups
Psittacula_krameri;Psittacula krameri;2134;Psittacula_krameri;Psittaciformes;Psittaciformes;NO;YES;Widespread: W-PA, SAfrica;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;9.05;119;;4.0404;63;4;2;34;;c-long;;;114.6676;1.7;10.42;gleaning;sedentary;continental;colonial;;;;;;;;large_groups
Psittacula_cyanocephala;Psittacula cyanocephala;2141;Psittacula_cyanocephala;Psittaciformes;Psittaciformes;NO;NO;Indomalayan;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;5.55;70.5;;2.617653333;NA;5;2;18.8;;c-long;;;114.62;2;9.12;gleaning;sedentary;continental;colonial;;;;;;;;NA
Psittacula_columboides;Psittacula columboides;2143;NA;NA;NA;NO;NO;Indomalayan;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;85.5;;3.55348;NA;5;2;14.08;;c-long;;;169.5814;1.6;10.83;gleaning;sedentary;continental;NA;;;;;;;;small_groups
Psittacula_derbiana;Psittacula derbiana;2145;NA;NA;NA;NO;NO;Indomalayan;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;251;;6.3196;NA;NA;2;28.22;;c-long;;;200.75;2;8.1;gleaning;migratory;continental;acolonial;;;;;;;;NA
Psittacula_alexandri;Psittacula alexandri;2146;NA;NA;NA;NO;NO;Indomalayan;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;150.5;;4.3512;NA;4;2;23.3;;c-long;;;49.6814;1.7;13.07;gleaning;sedentary;continental;acolonial;;;;;;;;NA
Psittacula_longicauda;Psittacula longicauda;2148;NA;NA;NA;NO;NO;Indomalayan;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;182;;3.885;NA;2;2;13.05;;c-long;;;200.75;2;8.1;gleaning;migratory;continental;colonial;;;;;;;;large_groups
Anodorhynchus_hyacinthinus;Anodorhynchus hyacinthinus;2149;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;1331;;24.5;NA;2;2;38.8;;c-long;;;57.2;2;9.8;gleaning;migratory;continental;acolonial;;;;;;;;small_groups
Ara_ararauna;Ara ararauna;2153;Ara_ararauna;Psittaciformes;Psittaciformes;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;29.14666667;1125;;18.73088;NA;2;2;43;;c-long;;;140.8714;1.6;11.17;gleaning;migratory;continental;acolonial;;;;;;;;small_groups
Ara_militaris;Ara militaris;2155;NA;NA;NA;NO;YES;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;1134;;19.50788;98;2;2;46;;c-long;;;57.2;2;9.8;gleaning;migratory;continental;acolonial;;;;;;;;small_groups
Ara_ambiguus;Ara ambiguus;2156;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;1300;;18.13;NA;2;2;29;;c-long;;;200.75;2;8.1;gleaning;migratory;continental;acolonial;;;;;;;;NA
Ara_macao;Ara macao;2157;Ara_macao;Psittaciformes;Psittaciformes;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;29.3;1015;;18.57548;NA;2;2;64;;c-long;;;145.9314;1.5;10.29;gleaning;migratory;continental;acolonial;;;;;;;;large_groups
Ara_chloropterus;Ara chloropterus;2158;Ara_chloropterus;Psittaciformes;Psittaciformes;NO;YES;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;34;1214;;21.63168;103;2;2;50.1;;c-long;;;135.8114;1.7;12.05;gleaning;sedentary;continental;acolonial;;;;;;;;pair
Ara_rubrogenys;Ara rubrogenys;2162;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;550;;12.55632;NA;2;2;23;;c-long;;;221.9414;1.7;11.03;gleaning;sedentary;continental;colonial;;;;;;;;NA
Ara_severus;Ara severus;2163;Ara_severus;Psittaciformes;Psittaciformes;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;21;343;;10.4118;NA;2;2;28.5;;c-long;;;195.7376;1.8;10.28;gleaning;sedentary;continental;acolonial;;;;;;;;NA
Orthopsittaca_manilata;Orthopsittaca manilata;2164;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;341;;8.164752;NA;2;2;9.72;;c-long;;;57.2;2;9.8;gleaning;sedentary;continental;NA;;;;;;;;NA
Primolius_maracana;Primolius maracana;2166;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;256;;7.49028;NA;3;2;31;;c-long;;;344.3;2;6.4;gleaning;sedentary;continental;NA;;;;;;;;NA
Primolius_auricollis;Primolius auricollis;2167;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;245;;7.80108;NA;4;2;25.21;;c-long;;;200.75;2;8.1;gleaning;migratory;continental;NA;;;;;;;;large_groups
Diopsittaca_nobilis;Diopsittaca nobilis;2168;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;7;149;;6.05024;NA;4;2;22.9;;c-long;;;200.75;2;8.1;gleaning;migratory;continental;NA;;;;;;;;large_groups
Aratinga_acuticaudata;Aratinga acuticaudata;2169;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;171;;5.698;NA;3;2;31;;c-long;;;200.75;2;8.1;gleaning;migratory;continental;acolonial;;;;;;;;NA
Guaruba_guarouba;Guaruba guarouba;2170;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;194;;7.74928;NA;2;NA;23.2;;c-long;;;78.3914;1.7;12.73;gleaning;sedentary;continental;colonial;;;;;;;;small_groups
Aratinga_holochlora;Aratinga holochlora;2171;NA;NA;NA;NO;YES;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;232;;5.41828;64;4;2;22.5;;c-long;;;200.75;2;8.1;gleaning;sedentary;continental;colonial;;;;;;;;large_groups
Aratinga_finschi;Aratinga finschi;2180;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;150;;5.47008;NA;3;2;NA;;c-long;;;44.669;1.5;15.25;gleaning;sedentary;continental;NA;;;;;;;;large_groups
Aratinga_chloroptera;Aratinga chloroptera;2183;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;146;;5.6462;NA;4;2;30.84;;c-long;;;172.04;2;8.44;gleaning;sedentary;insular;NA;;;;;;;;NA
Aratinga_solstitialis;Aratinga solstitialis;2184;Aratinga_solstitialis;Psittaciformes;Psittaciformes;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;8.74;120.5;;4.7138;NA;4;2;29.7;;c-long;;;57.2;2;9.8;gleaning;sedentary;continental;acolonial;;;;;;;;NA
Aratinga_jandaya;Aratinga jandaya;2185;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;89.40000153;;3.9368;NA;3;2;22.24;;c-long;;;114.62;2;9.12;gleaning;sedentary;continental;NA;;;;;;;;NA
Aratinga_weddellii;Aratinga weddellii;2187;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;108;;4.15436;NA;4;NA;24.57;;c-long;;;47.1752;1.6;14.16;gleaning;migratory;continental;NA;;;;;;;;small_groups
Aratinga_nana;Aratinga nana;2189;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;78.5;;3.71924;NA;4;2;NA;;c-long;;;47.1752;1.6;14.16;gleaning;sedentary;continental;NA;;;;;;;;NA
Aratinga_canicularis;Aratinga canicularis;2190;Eupsittula_canicularis;Psittaciformes;Psittaciformes;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;6.12626025;74;;3.37736;NA;4;2;16.2;;c-long;;;200.75;2;8.1;gleaning;migratory;continental;acolonial;;;;;;;;large_groups
Aratinga_aurea;Aratinga aurea;2191;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;84;;3.34628;NA;3;2;15.34;;c-long;;;147.4214;1.7;11.33;gleaning;sedentary;continental;acolonial;;;;;;;;NA
Aratinga_pertinax;Aratinga pertinax;2192;Eupsittula_pertinax;Psittaciformes;Psittaciformes;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;6;89;;3.61564;NA;4;2;19.73;;c-long;;;167.0276;1.8;10.62;gleaning;migratory;continental;colonial;;;;;;;;NA
Nandayus_nenday;Nandayus nenday;2194;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;130.5;;4.7138;NA;4;2;18.7;;c-long;;;133.3052;1.6;13.14;gleaning;sedentary;continental;acolonial;;;;;;;;large_groups
Ognorhynchus_icterotis;Ognorhynchus icterotis;2196;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;285;;9.1686;NA;4;2;NA;;c-long;;;229.46;2;7.76;gleaning;migratory;continental;NA;;;;;;;;large_groups
Rhynchopsitta_pachyrhyncha;Rhynchopsitta pachyrhyncha;2198;Rhynchopsitta_pachyrhyncha;Psittaciformes;Psittaciformes;YES;YES;Neotropical;altrical;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;20;324.5862069;;11.6032;182;3;2;33;;c-long;;;286.88;2;7.08;gleaning;migratory;continental;acolonial;;;;;;;;small_groups
Cyanoliseus_patagonus;Cyanoliseus patagonus;2203;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;279.5;;8.52628;NA;3;2;19.5;;c-long;;;164.5214;1.7;11.71;gleaning;migratory;continental;colonial;;;;;;;;NA
Pyrrhura_cruentata;Pyrrhura cruentata;2204;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;75.87;;3.4706;NA;3;2;20.38;;c-long;;;200.75;2;8.1;gleaning;sedentary;continental;NA;;;;;;;;NA
Pyrrhura_frontalis;Pyrrhura frontalis;2206;NA;NA;NA;NO;YES;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;83;;2.91116;59;5;2;17.42;;c-long;;;147.4214;1.7;11.33;gleaning;sedentary;continental;acolonial;;;;;;;;small_groups
Pyrrhura_lepida;Pyrrhura lepida;2207;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;75;;3.0044;NA;4;2;14.3;;c-long;;;57.2;2;9.8;gleaning;sedentary;continental;NA;;;;;;;;NA
Pyrrhura_perlata;Pyrrhura perlata;2209;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;91;;3.0044;NA;4;2;14.3;;c-long;;;47.1752;1.6;14.16;gleaning;sedentary;continental;acolonial;;;;;;;;NA
Pyrrhura_picta;Pyrrhura picta;2211;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;5.25;62.09999847;;2.5382;NA;4;NA;17.75;;c-long;;;107.1014;1.7;12.39;gleaning;sedentary;continental;acolonial;;;;;;;;small_groups
Pyrrhura_melanura;Pyrrhura melanura;2216;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;83;;3.39808;NA;4;2;NA;;c-long;;;114.62;2;9.12;gleaning;sedentary;continental;NA;;;;;;;;NA
Pyrrhura_hoffmanni;Pyrrhura hoffmanni;2223;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;82;;3.626;NA;6;2;NA;;c-long;;;200.75;2;8.1;gleaning;sedentary;continental;NA;;;;;;;;NA
Enicognathus_ferrugineus;Enicognathus ferrugineus;2224;Enicognathus_ferrugineus;Psittaciformes;Psittaciformes;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;10.5;160;;5.51152;NA;6;2;NA;;c-long;;;133.3052;1.6;13.14;gleaning;sedentary;continental;acolonial;;;;;;;;NA
Enicognathus_leptorhynchus;Enicognathus leptorhynchus;2225;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;13.26473362;193;;7.8736;NA;4;2;15.3;;c-long;;;133.3052;1.6;13.14;gleaning;migratory;continental;NA;;;;;;;;NA
Myiopsitta_monachus;Myiopsitta monachus;2226;Myiopsitta_monachus;Psittaciformes;Psittaciformes;YES;YES;Neotropical;altrical;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;7;110;;4.22688;130;6;2.2;22.1;;c-long;;;147.4214;1.7;11.33;aground_gen;sedentary;continental;colonial;;;;;;;;small_groups
Psilopsiagon_aymara;Psilopsiagon aymara;2227;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;53.5;;1.4504;NA;5;2;8.5;;c-long;;;164.5214;1.7;11.71;gleaning;sedentary;continental;NA;;;;;;;;NA
Bolborhynchus_lineola;Bolborhynchus lineola;2229;Bolborhynchus_lineola;Psittaciformes;Psittaciformes;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;3.93;50.5;;2.15488;NA;4;2;NA;;c-long;;;135.8114;1.7;12.05;gleaning;migratory;continental;acolonial;;;;;;;;NA
Forpus_cyanopygius;Forpus cyanopygius;2232;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;33.5;;1.32608;NA;3;2;10.5;;c-long;;;200.75;2;8.1;gleaning;migratory;continental;NA;;;;;;;;NA
Forpus_passerinus;Forpus passerinus;2233;Forpus_passerinus;Psittaciformes;Psittaciformes;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;2.165;24;;1.1396;NA;5;2;11.6;;c-long;;;164.5214;1.7;11.71;aground_gen;sedentary;continental;acolonial;;;;;;;;NA
Forpus_xanthopterygius;Forpus xanthopterygius;2234;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;2.165;30;;1.295;NA;5.5;2;27.9;;c-long;;;200.75;2;8.1;gleaning;sedentary;continental;NA;;;;;;;;NA
Forpus_conspicillatus;Forpus conspicillatus;2235;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;26;;1.2432;NA;4;2;NA;;c-long;;;167.0276;1.8;10.62;gleaning;sedentary;continental;acolonial;;;;;;;;NA
Forpus_coelestis;Forpus coelestis;2237;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;26;;1.38824;NA;5;2;10.4;;c-long;;;200.75;2;8.1;gleaning;sedentary;continental;acolonial;;;;;;;;NA
Brotogeris_tirica;Brotogeris tirica;2239;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;63;;2.7972;NA;4;2;11;;c-long;;;147.4214;1.7;11.33;gleaning;sedentary;continental;acolonial;;;;;;;;NA
Brotogeris_versicolurus;Brotogeris versicolurus;2240;Brotogeris_versicolurus;Psittaciformes;Psittaciformes;YES;YES;Neotropical;altrical;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;4.23453;72.19999847;;2.47604;100;5;2;37;;c-long;;;200.75;2;8.1;gleaning;sedentary;continental;acolonial;;;;;;;;small_groups
Brotogeris_jugularis;Brotogeris jugularis;2243;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;62.76086957;;2.19632;NA;6;2;22.79;;c-long;;;148.4376;1.6;9.2;gleaning;sedentary;continental;colonial;;;;;;;;NA
Brotogeris_chrysoptera;Brotogeris chrysoptera;2245;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;4.3;54.5;;2.15488;NA;4;NA;NA;;c-long;;;143.33;2;8.78;gleaning;migratory;continental;acolonial;;;;;;;;small_groups
Nannopsittaca_panychlora;Nannopsittaca panychlora;2247;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;42;;1.5022;NA;NA;2;NA;;c-long;;;57.2;2;9.8;gleaning;sedentary;continental;NA;;;;;;;;large_groups
Touit_purpuratus;Touit purpuratus;2253;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;60;;2.4864;NA;4;2;NA;;c-long;;;57.2;2;9.8;gleaning;sedentary;continental;NA;;;;;;;;NA
Pionites_melanocephalus;Pionites melanocephalus;2257;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;150.2631579;;5.36648;NA;2;2;22.6;;c-long;;;85.0538;1.3;5.61;gleaning;sedentary;continental;acolonial;;;;;;;;NA
Pionites_leucogaster;Pionites leucogaster;2258;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;155;;5.3872;NA;2;NA;26;;c-long;;;229.46;2;7.76;gleaning;sedentary;continental;acolonial;;;;;;;;small_groups
Pionopsitta_pileata;Pionopsitta pileata;2259;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;109;;3.32556;NA;2;2;16.8;;c-long;;;135.8114;1.7;12.05;gleaning;sedentary;continental;acolonial;;;;;;;;NA
Pyrilia_haematotis;Pyrilia haematotis;2260;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;149;;4.07148;NA;NA;2;NA;;c-long;;;135.8114;1.7;12.05;gleaning;sedentary;continental;NA;;;;;;;;NA
Pyrilia_barrabandi;Pyrilia barrabandi;2262;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;140;;4.144;NA;NA;2;NA;;c-long;;;200.75;2;8.1;gleaning;sedentary;continental;NA;;;;;;;;NA
Pyrilia_caica;Pyrilia caica;2264;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;132;;3.4706;NA;NA;2;NA;;c-long;;;286.88;2;7.08;gleaning;sedentary;continental;NA;;;;;;;;NA
Pionus_menstruus;Pionus menstruus;2272;Pionus_menstruus;Psittaciformes;Psittaciformes;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;12;252;;5.9052;NA;4;2;20.6;;c-long;;;164.5214;1.7;11.71;gleaning;sedentary;continental;acolonial;;;;;;;;NA
Pionus_maximiliani;Pionus maximiliani;2274;NA;NA;NA;NO;NO;Neotropical;;;Psittacidae;PSITTACIFORMES;;NONPASSERIFORMES;altrical;altricial;NA;263;;6.4232;NA;4;2;16.2;;c-long;;;253.1576;1.8;9.6;gleaning;sedentary;continental;acolonial;;;;;;;;NA
